occurrence_id,decision_id,unit_id,semantic_unit_id,source_path,source_line_start,source_line_end,source_sha256,target_path,target_line_start,target_line_end,target_sha256,reader_status,printed_page,assembled_pdf_page
jv-Latn-ID-JV-T034-OCC-007,JV-T034,OLP-0018,OLP-0018-P018,upstream/content/sets-functions-relations/relations/trees.tex,110,119,a158f1ce5b84c8c3f681dd6347b22491d1b67a91e110138b9cb6833e3d9dc23c,translation/content/sets-functions-relations/relations/trees.tex,146,146,243acfc8524dba62ea1cd9aed1ed3533a3235645f841a506e9b17e12fb7aafdb,pending,,
jv-Latn-ID-JV-T035-OCC-001,JV-T035,OLP-0018,OLP-0018-P009,upstream/content/sets-functions-relations/relations/trees.tex,42,47,a158f1ce5b84c8c3f681dd6347b22491d1b67a91e110138b9cb6833e3d9dc23c,translation/content/sets-functions-relations/relations/trees.tex,49,49,243acfc8524dba62ea1cd9aed1ed3533a3235645f841a506e9b17e12fb7aafdb,pending,,
jv-Latn-ID-JV-T035-OCC-002,JV-T035,OLP-0018,OLP-0018-P009,upstream/content/sets-functions-relations/relations/trees.tex,42,47,a158f1ce5b84c8c3f681dd6347b22491d1b67a91e110138b9cb6833e3d9dc23c,translation/content/sets-functions-relations/relations/trees.tex,53,53,243acfc8524dba62ea1cd9aed1ed3533a3235645f841a506e9b17e12fb7aafdb,pending,,
jv-Latn-ID-JV-T035-OCC-003,JV-T035,OLP-0018,OLP-0018-P011,upstream/content/sets-functions-relations/relations/trees.tex,56,60,a158f1ce5b84c8c3f681dd6347b22491d1b67a91e110138b9cb6833e3d9dc23c,translation/content/sets-functions-relations/relations/trees.tex,67,67,243acfc8524dba62ea1cd9aed1ed3533a3235645f841a506e9b17e12fb7aafdb,pending,,
jv-Latn-ID-JV-T035-OCC-004,JV-T035,OLP-0018,OLP-0018-P012,upstream/content/sets-functions-relations/relations/trees.tex,62,64,a158f1ce5b84c8c3f681dd6347b22491d1b67a91e110138b9cb6833e3d9dc23c,translation/content/sets-functions-relations/relations/trees.tex,76,76,243acfc8524dba62ea1cd9aed1ed3533a3235645f841a506e9b17e12fb7aafdb,pending,,
jv-Latn-ID-JV-T035-OCC-005,JV-T035,OLP-0018,OLP-0018-P016,upstream/content/sets-functions-relations/relations/trees.tex,90,98,a158f1ce5b84c8c3f681dd6347b22491d1b67a91e110138b9cb6833e3d9dc23c,translation/content/sets-functions-relations/relations/trees.tex,111,111,243acfc8524dba62ea1cd9aed1ed3533a3235645f841a506e9b17e12fb7aafdb,pending,,
jv-Latn-ID-JV-T036-OCC-001,JV-T036,OLP-0019,OLP-0019-P007,upstream/content/sets-functions-relations/relations/operations.tex,22,23,73c8bdb301aca93f687a06a045533d75d30088ae711f5e1dfd577b7864f8d3d5,translation/content/sets-functions-relations/relations/operations.tex,24,24,d19bc39eee26c371133727af56f563249554bbde6b87cd35466da4ce52888eb4,pending,,
jv-Latn-ID-JV-T036-OCC-002,JV-T036,OLP-0019,OLP-0019-P008,upstream/content/sets-functions-relations/relations/operations.tex,25,26,73c8bdb301aca93f687a06a045533d75d30088ae711f5e1dfd577b7864f8d3d5,translation/content/sets-functions-relations/relations/operations.tex,27,27,d19bc39eee26c371133727af56f563249554bbde6b87cd35466da4ce52888eb4,pending,,
jv-Latn-ID-JV-T036-OCC-003,JV-T036,OLP-0019,OLP-0019-P009,upstream/content/sets-functions-relations/relations/operations.tex,28,29,73c8bdb301aca93f687a06a045533d75d30088ae711f5e1dfd577b7864f8d3d5,translation/content/sets-functions-relations/relations/operations.tex,30,30,d19bc39eee26c371133727af56f563249554bbde6b87cd35466da4ce52888eb4,pending,,
jv-Latn-ID-JV-T036-OCC-004,JV-T036,OLP-0019,OLP-0019-P010,upstream/content/sets-functions-relations/relations/operations.tex,31,33,73c8bdb301aca93f687a06a045533d75d30088ae711f5e1dfd577b7864f8d3d5,translation/content/sets-functions-relations/relations/operations.tex,33,33,d19bc39eee26c371133727af56f563249554bbde6b87cd35466da4ce52888eb4,pending,,
jv-Latn-ID-JV-T036-OCC-005,JV-T036,OLP-0019,OLP-0019-P016,upstream/content/sets-functions-relations/relations/operations.tex,50,50,73c8bdb301aca93f687a06a045533d75d30088ae711f5e1dfd577b7864f8d3d5,translation/content/sets-functions-relations/relations/operations.tex,54,54,d19bc39eee26c371133727af56f563249554bbde6b87cd35466da4ce52888eb4,pending,,
jv-Latn-ID-JV-T037-OCC-001,JV-T037,OLP-0018,OLP-0018-P015,upstream/content/sets-functions-relations/relations/trees.tex,83,88,a158f1ce5b84c8c3f681dd6347b22491d1b67a91e110138b9cb6833e3d9dc23c,translation/content/sets-functions-relations/relations/trees.tex,106,106,243acfc8524dba62ea1cd9aed1ed3533a3235645f841a506e9b17e12fb7aafdb,pending,,
jv-Latn-ID-JV-T038-OCC-001,JV-T038,OLP-0064,OLP-0064-P007,upstream/content/first-order-logic/proof-systems/introduction.tex,26,36,148266281cc87fcd3e454249b9f6c42a117a9aed0733cc5a5f2e954ffd60bb58,translation/content/first-order-logic/proof-systems/introduction.tex,26,36,567a76545f163fd86fea2647b24ab4c1d5a0d4f6a5d896ab3c52bd123895402c,pending,,
jv-Latn-ID-JV-T038-OCC-002,JV-T038,OLP-0091,OLP-0091-P007,upstream/content/first-order-logic/natural-deduction/proof-theoretic-notions.tex,20,29,12ae1ea4a864b9a42e5fb6addcfc552bb4b74c1ba2cadced427593e4ca52f8e3,translation/content/first-order-logic/natural-deduction/proof-theoretic-notions.tex,20,30,b195149af5ff76768f850fffe6122e680b7a1cf8a97caa46ba8e420994de197a,pending,,
jv-Latn-ID-JV-T038-OCC-003,JV-T038,OLP-0096,OLP-0096-P012,upstream/content/first-order-logic/natural-deduction/identity.tex,114,122,2f301d8fc8aa78831e17b9d14042c97218795d400a350b0726be3776eed17575,translation/content/first-order-logic/natural-deduction/identity.tex,115,123,9b162c1234a16fc51584d5a62f3cb70ce92cfb7ba4f3c608ac512c764290ecec,pending,,
jv-Latn-ID-JV-T039-OCC-001,JV-T039,OLP-0021,OLP-0021-P005,upstream/content/sets-functions-relations/functions/function-basics.tex,12,16,d1fa0923e303fc49a88d4e476c319d6e91a8088de44c232dcfba5878325faea3,translation/content/sets-functions-relations/functions/function-basics.tex,13,13,87892fca02e6526cc70ee50a9902c888b646b360078f03c3caebf4296e0228a6,pending,,
jv-Latn-ID-JV-T039-OCC-002,JV-T039,OLP-0021,OLP-0021-P005,upstream/content/sets-functions-relations/functions/function-basics.tex,12,16,d1fa0923e303fc49a88d4e476c319d6e91a8088de44c232dcfba5878325faea3,translation/content/sets-functions-relations/functions/function-basics.tex,13,13,87892fca02e6526cc70ee50a9902c888b646b360078f03c3caebf4296e0228a6,pending,,
jv-Latn-ID-JV-T040-OCC-001,JV-T040,OLP-0021,OLP-0021-P009,upstream/content/sets-functions-relations/functions/function-basics.tex,32,36,d1fa0923e303fc49a88d4e476c319d6e91a8088de44c232dcfba5878325faea3,translation/content/sets-functions-relations/functions/function-basics.tex,38,38,87892fca02e6526cc70ee50a9902c888b646b360078f03c3caebf4296e0228a6,pending,,
jv-Latn-ID-JV-T040-OCC-002,JV-T040,OLP-0021,OLP-0021-P009,upstream/content/sets-functions-relations/functions/function-basics.tex,32,36,d1fa0923e303fc49a88d4e476c319d6e91a8088de44c232dcfba5878325faea3,translation/content/sets-functions-relations/functions/function-basics.tex,39,39,87892fca02e6526cc70ee50a9902c888b646b360078f03c3caebf4296e0228a6,pending,,
jv-Latn-ID-JV-T040-OCC-003,JV-T040,OLP-0021,OLP-0021-P010,upstream/content/sets-functions-relations/functions/function-basics.tex,38,41,d1fa0923e303fc49a88d4e476c319d6e91a8088de44c232dcfba5878325faea3,translation/content/sets-functions-relations/functions/function-basics.tex,46,46,87892fca02e6526cc70ee50a9902c888b646b360078f03c3caebf4296e0228a6,pending,,
jv-Latn-ID-JV-T040-OCC-004,JV-T040,OLP-0021,OLP-0021-P009,upstream/content/sets-functions-relations/functions/function-basics.tex,32,36,d1fa0923e303fc49a88d4e476c319d6e91a8088de44c232dcfba5878325faea3,translation/content/sets-functions-relations/functions/function-basics.tex,41,41,87892fca02e6526cc70ee50a9902c888b646b360078f03c3caebf4296e0228a6,pending,,
jv-Latn-ID-JV-T040-OCC-005,JV-T040,OLP-0021,OLP-0021-P009,upstream/content/sets-functions-relations/functions/function-basics.tex,32,36,d1fa0923e303fc49a88d4e476c319d6e91a8088de44c232dcfba5878325faea3,translation/content/sets-functions-relations/functions/function-basics.tex,43,43,87892fca02e6526cc70ee50a9902c888b646b360078f03c3caebf4296e0228a6,pending,,
jv-Latn-ID-JV-T040-OCC-006,JV-T040,OLP-0021,OLP-0021-P006,upstream/content/sets-functions-relations/functions/function-basics.tex,18,21,d1fa0923e303fc49a88d4e476c319d6e91a8088de44c232dcfba5878325faea3,translation/content/sets-functions-relations/functions/function-basics.tex,21,21,87892fca02e6526cc70ee50a9902c888b646b360078f03c3caebf4296e0228a6,pending,,
jv-Latn-ID-JV-T040-OCC-007,JV-T040,OLP-0021,OLP-0021-P006,upstream/content/sets-functions-relations/functions/function-basics.tex,18,21,d1fa0923e303fc49a88d4e476c319d6e91a8088de44c232dcfba5878325faea3,translation/content/sets-functions-relations/functions/function-basics.tex,22,22,87892fca02e6526cc70ee50a9902c888b646b360078f03c3caebf4296e0228a6,pending,,
jv-Latn-ID-JV-T041-OCC-001,JV-T041,OLP-0022,OLP-0022-P006,upstream/content/sets-functions-relations/functions/function-kinds.tex,18,18,4d30902b7c66720afabb8b079294106a685aefba0dc02ca10d9921bb554db0ac,translation/content/sets-functions-relations/functions/function-kinds.tex,17,21,4085869284b6539bbe773dee86475063f8c4f7a6019d4501660c919cf7a32d1b,pending,,
jv-Latn-ID-JV-T041-OCC-002,JV-T041,OLP-0022,OLP-0022-P011,upstream/content/sets-functions-relations/functions/function-kinds.tex,54,54,4d30902b7c66720afabb8b079294106a685aefba0dc02ca10d9921bb554db0ac,translation/content/sets-functions-relations/functions/function-kinds.tex,63,78,4085869284b6539bbe773dee86475063f8c4f7a6019d4501660c919cf7a32d1b,pending,,
jv-Latn-ID-JV-T041-OCC-003,JV-T041,OLP-0022,OLP-0022-P018,upstream/content/sets-functions-relations/functions/function-kinds.tex,100,100,4d30902b7c66720afabb8b079294106a685aefba0dc02ca10d9921bb554db0ac,translation/content/sets-functions-relations/functions/function-kinds.tex,122,139,4085869284b6539bbe773dee86475063f8c4f7a6019d4501660c919cf7a32d1b,pending,,
jv-Latn-ID-JV-T041-OCC-004,JV-T041,OLP-0022,OLP-0022-P008,upstream/content/sets-functions-relations/functions/function-kinds.tex,36,36,4d30902b7c66720afabb8b079294106a685aefba0dc02ca10d9921bb554db0ac,translation/content/sets-functions-relations/functions/function-kinds.tex,31,43,4085869284b6539bbe773dee86475063f8c4f7a6019d4501660c919cf7a32d1b,pending,,
jv-Latn-ID-JV-T041-OCC-005,JV-T041,OLP-0022,OLP-0022-P012,upstream/content/sets-functions-relations/functions/function-kinds.tex,67,67,4d30902b7c66720afabb8b079294106a685aefba0dc02ca10d9921bb554db0ac,translation/content/sets-functions-relations/functions/function-kinds.tex,80,87,4085869284b6539bbe773dee86475063f8c4f7a6019d4501660c919cf7a32d1b,pending,,
jv-Latn-ID-JV-T041-OCC-006,JV-T041,OLP-0022,OLP-0022-P018,upstream/content/sets-functions-relations/functions/function-kinds.tex,101,101,4d30902b7c66720afabb8b079294106a685aefba0dc02ca10d9921bb554db0ac,translation/content/sets-functions-relations/functions/function-kinds.tex,122,139,4085869284b6539bbe773dee86475063f8c4f7a6019d4501660c919cf7a32d1b,pending,,
jv-Latn-ID-JV-T042-OCC-001,JV-T042,OLP-0023,OLP-0023-P007,upstream/content/sets-functions-relations/functions/functions-relations.tex,24,30,e2e46c0270c44b6f54861a4565f3829b1b5f91a7f72dca84046361e5abf622c3,translation/content/sets-functions-relations/functions/functions-relations.tex,24,24,5a9c54c58e47144f5e721ee3bfe0193ae8f0ec1edd81852117244aba4365afbc,pending,,
jv-Latn-ID-JV-T042-OCC-002,JV-T042,OLP-0023,OLP-0023-P009,upstream/content/sets-functions-relations/functions/functions-relations.tex,39,40,e2e46c0270c44b6f54861a4565f3829b1b5f91a7f72dca84046361e5abf622c3,translation/content/sets-functions-relations/functions/functions-relations.tex,39,39,5a9c54c58e47144f5e721ee3bfe0193ae8f0ec1edd81852117244aba4365afbc,pending,,
jv-Latn-ID-JV-T042-OCC-003,JV-T042,OLP-0023,OLP-0023-P015,upstream/content/sets-functions-relations/functions/functions-relations.tex,87,90,e2e46c0270c44b6f54861a4565f3829b1b5f91a7f72dca84046361e5abf622c3,translation/content/sets-functions-relations/functions/functions-relations.tex,90,90,5a9c54c58e47144f5e721ee3bfe0193ae8f0ec1edd81852117244aba4365afbc,pending,,
jv-Latn-ID-JV-T043-OCC-001,JV-T043,OLP-0024,OLP-0024-P001,upstream/content/sets-functions-relations/functions/inverses.tex,1,3,96e36d8cd8dc4ec0e73e9507147ecfe33d7e4f368ecf46de92efb423a7d409c1,translation/content/sets-functions-relations/functions/inverses.tex,3,3,b380483105d82f296d51b071adfd7de416b6b3991dc6125febb8b7a96209750b,pending,,
jv-Latn-ID-JV-T043-OCC-002,JV-T043,OLP-0024,OLP-0024-P011,upstream/content/sets-functions-relations/functions/inverses.tex,54,60,96e36d8cd8dc4ec0e73e9507147ecfe33d7e4f368ecf46de92efb423a7d409c1,translation/content/sets-functions-relations/functions/inverses.tex,57,57,b380483105d82f296d51b071adfd7de416b6b3991dc6125febb8b7a96209750b,pending,,
jv-Latn-ID-JV-T043-OCC-003,JV-T043,OLP-0024,OLP-0024-P011,upstream/content/sets-functions-relations/functions/inverses.tex,54,60,96e36d8cd8dc4ec0e73e9507147ecfe33d7e4f368ecf46de92efb423a7d409c1,translation/content/sets-functions-relations/functions/inverses.tex,59,59,b380483105d82f296d51b071adfd7de416b6b3991dc6125febb8b7a96209750b,pending,,
jv-Latn-ID-JV-T043-OCC-004,JV-T043,OLP-0025,OLP-0025-P004,upstream/content/sets-functions-relations/functions/composition.tex,9,10,1733e9f6b7f1009f7d36cb47b3f11ec8cccc28ef173a379e4d69c3de352fcf28,translation/content/sets-functions-relations/functions/composition.tex,10,10,54d6ef1e7a3f7987ae279d12a733e0f1e3077f1e5cc833e63e22555ec5a6d2fb,pending,,
jv-Latn-ID-JV-T044-OCC-001,JV-T044,OLP-0026,OLP-0026-P005,upstream/content/sets-functions-relations/functions/partial-functions.tex,12,12,0f638e25ad1f565b9256846fb8b293c03663072b69a2adc5f2cfea1e94d00933,translation/content/sets-functions-relations/functions/partial-functions.tex,12,12,d2e70e1dfb1707391147ae9f8c4ece6a394ad841762ef609de99683916d444aa,pending,,
jv-Latn-ID-JV-T044-OCC-002,JV-T044,OLP-0026,OLP-0026-P008,upstream/content/sets-functions-relations/functions/partial-functions.tex,30,35,0f638e25ad1f565b9256846fb8b293c03663072b69a2adc5f2cfea1e94d00933,translation/content/sets-functions-relations/functions/partial-functions.tex,33,33,d2e70e1dfb1707391147ae9f8c4ece6a394ad841762ef609de99683916d444aa,pending,,
jv-Latn-ID-JV-T044-OCC-003,JV-T044,OLP-0026,OLP-0026-P006,upstream/content/sets-functions-relations/functions/partial-functions.tex,14,18,0f638e25ad1f565b9256846fb8b293c03663072b69a2adc5f2cfea1e94d00933,translation/content/sets-functions-relations/functions/partial-functions.tex,16,16,d2e70e1dfb1707391147ae9f8c4ece6a394ad841762ef609de99683916d444aa,pending,,
jv-Latn-ID-JV-T044-OCC-004,JV-T044,OLP-0026,OLP-0026-P007,upstream/content/sets-functions-relations/functions/partial-functions.tex,20,28,0f638e25ad1f565b9256846fb8b293c03663072b69a2adc5f2cfea1e94d00933,translation/content/sets-functions-relations/functions/partial-functions.tex,24,24,d2e70e1dfb1707391147ae9f8c4ece6a394ad841762ef609de99683916d444aa,pending,,
jv-Latn-ID-JV-T044-OCC-005,JV-T044,OLP-0026,OLP-0026-P012,upstream/content/sets-functions-relations/functions/partial-functions.tex,58,65,0f638e25ad1f565b9256846fb8b293c03663072b69a2adc5f2cfea1e94d00933,translation/content/sets-functions-relations/functions/partial-functions.tex,62,62,d2e70e1dfb1707391147ae9f8c4ece6a394ad841762ef609de99683916d444aa,pending,,
jv-Latn-ID-JV-T045-OCC-001,JV-T045,OLP-0007,OLP-0007-P005,upstream/content/sets-functions-relations/sets/important-sets.tex,12,27,ec2115fa48ea6c6684a65bdf2f504102ca0a74b40cf88293dfc12f4ab97ada02,translation/content/sets-functions-relations/sets/important-sets.tex,18,18,dd1c24aa0812ba695c1b8a5cd5c4899b99c0e99abff9f1313048fc80e558ea2d,pending,,
jv-Latn-ID-JV-T045-OCC-002,JV-T045,OLP-0007,OLP-0007-P005,upstream/content/sets-functions-relations/sets/important-sets.tex,12,27,ec2115fa48ea6c6684a65bdf2f504102ca0a74b40cf88293dfc12f4ab97ada02,translation/content/sets-functions-relations/sets/important-sets.tex,27,27,dd1c24aa0812ba695c1b8a5cd5c4899b99c0e99abff9f1313048fc80e558ea2d,pending,,
jv-Latn-ID-JV-T046-OCC-001,JV-T046,OLP-0021,OLP-0021-P006,upstream/content/sets-functions-relations/functions/function-basics.tex,18,21,d1fa0923e303fc49a88d4e476c319d6e91a8088de44c232dcfba5878325faea3,translation/content/sets-functions-relations/functions/function-basics.tex,24,24,87892fca02e6526cc70ee50a9902c888b646b360078f03c3caebf4296e0228a6,pending,,
jv-Latn-ID-JV-T046-OCC-002,JV-T046,OLP-0031,OLP-0031-P006,upstream/content/sets-functions-relations/size-of-sets/pairing.tex,29,45,fb6cc1176e91e56cea5f5b9708723c59191813f8fe256aac8ed0457a0119a9bf,translation/content/sets-functions-relations/size-of-sets/pairing.tex,34,34,b766c4a116aba8a91e807ea82a9078112fa9cd0196247fa4af114ae689f61804,pending,,
jv-Latn-ID-JV-T047-OCC-001,JV-T047,OLP-0032,OLP-0032-P006,upstream/content/sets-functions-relations/size-of-sets/pairing-alt.tex,13,84,c26b4e0da9e2e0b0ec839470ddd1d0d5eb1b3d3922d3b6986c9a795f34328797,translation/content/sets-functions-relations/size-of-sets/pairing-alt.tex,78,78,46e6270ae27da3d4542a414e763b1ac9c32015d373737a74fabf79f3c6ffc1d7,pending,,
jv-Latn-ID-JV-T048-OCC-001,JV-T048,OLP-0029,OLP-0029-P005,upstream/content/sets-functions-relations/size-of-sets/enumerability.tex,11,11,bf6be35c0e393cb6e1d227f8e9024df4216792e663f23beb7277045487acfa67,translation/content/sets-functions-relations/size-of-sets/enumerability.tex,11,11,8072a19e227b50388b976d5adae4bab74948eabf8604755805d3531a341a0ab0,pending,,
jv-Latn-ID-JV-T048-OCC-002,JV-T048,OLP-0029,OLP-0029-P009,upstream/content/sets-functions-relations/size-of-sets/enumerability.tex,34,66,bf6be35c0e393cb6e1d227f8e9024df4216792e663f23beb7277045487acfa67,translation/content/sets-functions-relations/size-of-sets/enumerability.tex,63,63,8072a19e227b50388b976d5adae4bab74948eabf8604755805d3531a341a0ab0,pending,,
jv-Latn-ID-JV-T049-OCC-001,JV-T049,OLP-0038,OLP-0038-P017,upstream/content/sets-functions-relations/size-of-sets/enumerability-alt.tex,99,124,9a9060e57403586c0f8a81353c1d9c81049869e486b4dc032fbf32542023ba8f,translation/content/sets-functions-relations/size-of-sets/enumerability-alt.tex,101,101,c21d6658fcfec26f5253e0cd207c4c2e0091481bd34c9cab1a7d696c44a9e387,pending,,
jv-Latn-ID-JV-T050-OCC-001,JV-T050,OLP-0031,OLP-0031-P004,upstream/content/sets-functions-relations/size-of-sets/pairing.tex,9,10,fb6cc1176e91e56cea5f5b9708723c59191813f8fe256aac8ed0457a0119a9bf,translation/content/sets-functions-relations/size-of-sets/pairing.tex,10,10,b766c4a116aba8a91e807ea82a9078112fa9cd0196247fa4af114ae689f61804,pending,,
jv-Latn-ID-JV-T050-OCC-002,JV-T050,OLP-0031,OLP-0031-P008,upstream/content/sets-functions-relations/size-of-sets/pairing.tex,51,56,fb6cc1176e91e56cea5f5b9708723c59191813f8fe256aac8ed0457a0119a9bf,translation/content/sets-functions-relations/size-of-sets/pairing.tex,54,54,b766c4a116aba8a91e807ea82a9078112fa9cd0196247fa4af114ae689f61804,pending,,
jv-Latn-ID-JV-T050-OCC-003,JV-T050,OLP-0031,OLP-0031-P004,upstream/content/sets-functions-relations/size-of-sets/pairing.tex,9,10,fb6cc1176e91e56cea5f5b9708723c59191813f8fe256aac8ed0457a0119a9bf,translation/content/sets-functions-relations/size-of-sets/pairing.tex,10,10,b766c4a116aba8a91e807ea82a9078112fa9cd0196247fa4af114ae689f61804,pending,,
jv-Latn-ID-JV-T050-OCC-004,JV-T050,OLP-0031,OLP-0031-P009,upstream/content/sets-functions-relations/size-of-sets/pairing.tex,58,64,fb6cc1176e91e56cea5f5b9708723c59191813f8fe256aac8ed0457a0119a9bf,translation/content/sets-functions-relations/size-of-sets/pairing.tex,62,62,b766c4a116aba8a91e807ea82a9078112fa9cd0196247fa4af114ae689f61804,pending,,
jv-Latn-ID-JV-T051-OCC-001,JV-T051,OLP-0031,OLP-0031-P015,upstream/content/sets-functions-relations/size-of-sets/pairing.tex,91,97,fb6cc1176e91e56cea5f5b9708723c59191813f8fe256aac8ed0457a0119a9bf,translation/content/sets-functions-relations/size-of-sets/pairing.tex,92,92,b766c4a116aba8a91e807ea82a9078112fa9cd0196247fa4af114ae689f61804,pending,,
jv-Latn-ID-JV-T051-OCC-002,JV-T051,OLP-0031,OLP-0031-P015,upstream/content/sets-functions-relations/size-of-sets/pairing.tex,91,97,fb6cc1176e91e56cea5f5b9708723c59191813f8fe256aac8ed0457a0119a9bf,translation/content/sets-functions-relations/size-of-sets/pairing.tex,93,93,b766c4a116aba8a91e807ea82a9078112fa9cd0196247fa4af114ae689f61804,pending,,
jv-Latn-ID-JV-T052-OCC-001,JV-T052,OLP-0030,OLP-0030-P006,upstream/content/sets-functions-relations/size-of-sets/zig-zag.tex,13,66,514c709d325dd5496ee321828b0c4a0e7eea089a58d3f2ecde05128b9e7daf26,translation/content/sets-functions-relations/size-of-sets/zig-zag.tex,21,21,065410457b5ec0326bebf53e65f941005759a574e4a54bc53944637c8e6b6794,pending,,
jv-Latn-ID-JV-T052-OCC-002,JV-T052,OLP-0030,OLP-0030-P006,upstream/content/sets-functions-relations/size-of-sets/zig-zag.tex,13,66,514c709d325dd5496ee321828b0c4a0e7eea089a58d3f2ecde05128b9e7daf26,translation/content/sets-functions-relations/size-of-sets/zig-zag.tex,39,39,065410457b5ec0326bebf53e65f941005759a574e4a54bc53944637c8e6b6794,pending,,
jv-Latn-ID-JV-T052-OCC-003,JV-T052,OLP-0030,OLP-0030-P006,upstream/content/sets-functions-relations/size-of-sets/zig-zag.tex,13,66,514c709d325dd5496ee321828b0c4a0e7eea089a58d3f2ecde05128b9e7daf26,translation/content/sets-functions-relations/size-of-sets/zig-zag.tex,39,39,065410457b5ec0326bebf53e65f941005759a574e4a54bc53944637c8e6b6794,pending,,
jv-Latn-ID-JV-T052-OCC-004,JV-T052,OLP-0031,OLP-0031-P006,upstream/content/sets-functions-relations/size-of-sets/pairing.tex,29,45,fb6cc1176e91e56cea5f5b9708723c59191813f8fe256aac8ed0457a0119a9bf,translation/content/sets-functions-relations/size-of-sets/pairing.tex,32,32,b766c4a116aba8a91e807ea82a9078112fa9cd0196247fa4af114ae689f61804,pending,,
jv-Latn-ID-JV-T052-OCC-005,JV-T052,OLP-0032,OLP-0032-P006,upstream/content/sets-functions-relations/size-of-sets/pairing-alt.tex,13,84,c26b4e0da9e2e0b0ec839470ddd1d0d5eb1b3d3922d3b6986c9a795f34328797,translation/content/sets-functions-relations/size-of-sets/pairing-alt.tex,78,78,46e6270ae27da3d4542a414e763b1ac9c32015d373737a74fabf79f3c6ffc1d7,pending,,
jv-Latn-ID-JV-T053-OCC-001,JV-T053,OLP-0031,OLP-0031-P013,upstream/content/sets-functions-relations/size-of-sets/pairing.tex,79,84,fb6cc1176e91e56cea5f5b9708723c59191813f8fe256aac8ed0457a0119a9bf,translation/content/sets-functions-relations/size-of-sets/pairing.tex,80,80,b766c4a116aba8a91e807ea82a9078112fa9cd0196247fa4af114ae689f61804,pending,,
jv-Latn-ID-JV-T053-OCC-002,JV-T053,OLP-0031,OLP-0031-P013,upstream/content/sets-functions-relations/size-of-sets/pairing.tex,79,84,fb6cc1176e91e56cea5f5b9708723c59191813f8fe256aac8ed0457a0119a9bf,translation/content/sets-functions-relations/size-of-sets/pairing.tex,81,81,b766c4a116aba8a91e807ea82a9078112fa9cd0196247fa4af114ae689f61804,pending,,
jv-Latn-ID-JV-T054-OCC-001,JV-T054,OLP-0033,OLP-0033-P006,upstream/content/sets-functions-relations/size-of-sets/non-enumerability.tex,13,18,4471def29c2da48dcb01635adf692cd0bc89cb6885636db149f4b2d86ff4e9fa,translation/content/sets-functions-relations/size-of-sets/non-enumerability.tex,15,15,a39f69758ce2d4a2593a44b1de33f8baf40bbc2328342b81b119c87655431f38,pending,,
jv-Latn-ID-JV-T054-OCC-002,JV-T054,OLP-0033,OLP-0033-P009,upstream/content/sets-functions-relations/size-of-sets/non-enumerability.tex,33,41,4471def29c2da48dcb01635adf692cd0bc89cb6885636db149f4b2d86ff4e9fa,translation/content/sets-functions-relations/size-of-sets/non-enumerability.tex,39,39,a39f69758ce2d4a2593a44b1de33f8baf40bbc2328342b81b119c87655431f38,pending,,
jv-Latn-ID-JV-T054-OCC-003,JV-T054,OLP-0033,OLP-0033-P020,upstream/content/sets-functions-relations/size-of-sets/non-enumerability.tex,139,145,4471def29c2da48dcb01635adf692cd0bc89cb6885636db149f4b2d86ff4e9fa,translation/content/sets-functions-relations/size-of-sets/non-enumerability.tex,141,141,a39f69758ce2d4a2593a44b1de33f8baf40bbc2328342b81b119c87655431f38,pending,,
jv-Latn-ID-JV-T055-OCC-001,JV-T055,OLP-0034,OLP-0034-P005,upstream/content/sets-functions-relations/size-of-sets/reduction.tex,11,11,0d6d2e3280698668b837cef6dcf3134b86d2a4b48831ae516e6e33e42898c79a,translation/content/sets-functions-relations/size-of-sets/reduction.tex,11,11,11ff639ead636b6bf93c911baac161f576aabc515613b2a043d27eddd769c38f,pending,,
jv-Latn-ID-JV-T055-OCC-002,JV-T055,OLP-0034,OLP-0034-P007,upstream/content/sets-functions-relations/size-of-sets/reduction.tex,20,31,0d6d2e3280698668b837cef6dcf3134b86d2a4b48831ae516e6e33e42898c79a,translation/content/sets-functions-relations/size-of-sets/reduction.tex,27,27,11ff639ead636b6bf93c911baac161f576aabc515613b2a043d27eddd769c38f,pending,,
jv-Latn-ID-JV-T056-OCC-001,JV-T056,OLP-0035,OLP-0035-P005,upstream/content/sets-functions-relations/size-of-sets/equinumerous-sets.tex,11,11,025a3fc368d6873825effcb07631913762edbf2d3f9a0711d57dcd9575361251,translation/content/sets-functions-relations/size-of-sets/equinumerous-sets.tex,11,11,d98271ec9b67b12c13f379e3c616b0fa86312a5ee043621000d0243f8541f66d,pending,,
jv-Latn-ID-JV-T056-OCC-002,JV-T056,OLP-0036,OLP-0036-P006,upstream/content/sets-functions-relations/size-of-sets/comparing-size.tex,13,24,075810b1cf1c8b54266518523d4665d3deae4a4937f4e19a66a09cc0e1aaebf7,translation/content/sets-functions-relations/size-of-sets/comparing-size.tex,20,20,68eef3a8a3adb8167bb1d919e8bc8bb7e2d6f109801f2fea8360a0674dc0bbab,pending,,
