decision_id,record_type,occurrence_index,unit_id,section,source_path,source_line,target_path,target_line_start,target_line_end,segment_id,script,locale,chosen_rendering,decision_status,review_priority,accepted_reader_release,accepted_pdf_page,page_binding_status,expert_question
JV-T042,terminology_decision,3,OLP-0023,sets-functions-relations/functions/functions-relations,upstream/content/sets-functions-relations/functions/functions-relations.tex,78,translation/content/sets-functions-relations/functions/functions-relations.tex,90,90,,Latn,jv-Latn-ID,graf fungsi; fungsional; citra,provisional_specialization,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “graf fungsi; fungsional; citra” clear and idiomatic for the constrained sense “function graph; functional; image”, or should one of these be preferred: relasi fungsi; functional; gambar?"
JV-T043,terminology_decision,1,OLP-0024,sets-functions-relations/functions/inverses,upstream/content/sets-functions-relations/functions/inverses.tex,3,translation/content/sets-functions-relations/functions/inverses.tex,3,3,,Latn,jv-Latn-ID,invers; invers kiwa; invers tengen; komposisi,provisional_borrowing_and_calque,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “invers; invers kiwa; invers tengen; komposisi” clear and idiomatic for the constrained sense “inverse; left inverse; right inverse; composition”, or should one of these be preferred: walikan kiwa; walikan tengen; rangkepan?"
JV-T043,terminology_decision,2,OLP-0024,sets-functions-relations/functions/inverses,upstream/content/sets-functions-relations/functions/inverses.tex,57,translation/content/sets-functions-relations/functions/inverses.tex,57,57,,Latn,jv-Latn-ID,invers; invers kiwa; invers tengen; komposisi,provisional_borrowing_and_calque,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “invers; invers kiwa; invers tengen; komposisi” clear and idiomatic for the constrained sense “inverse; left inverse; right inverse; composition”, or should one of these be preferred: walikan kiwa; walikan tengen; rangkepan?"
JV-T043,terminology_decision,3,OLP-0024,sets-functions-relations/functions/inverses,upstream/content/sets-functions-relations/functions/inverses.tex,59,translation/content/sets-functions-relations/functions/inverses.tex,59,59,,Latn,jv-Latn-ID,invers; invers kiwa; invers tengen; komposisi,provisional_borrowing_and_calque,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “invers; invers kiwa; invers tengen; komposisi” clear and idiomatic for the constrained sense “inverse; left inverse; right inverse; composition”, or should one of these be preferred: walikan kiwa; walikan tengen; rangkepan?"
JV-T043,terminology_decision,4,OLP-0025,sets-functions-relations/functions/composition,upstream/content/sets-functions-relations/functions/composition.tex,3,translation/content/sets-functions-relations/functions/composition.tex,10,10,,Latn,jv-Latn-ID,invers; invers kiwa; invers tengen; komposisi,provisional_borrowing_and_calque,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “invers; invers kiwa; invers tengen; komposisi” clear and idiomatic for the constrained sense “inverse; left inverse; right inverse; composition”, or should one of these be preferred: walikan kiwa; walikan tengen; rangkepan?"
JV-T044,terminology_decision,1,OLP-0026,sets-functions-relations/functions/partial-functions,upstream/content/sets-functions-relations/functions/partial-functions.tex,12,translation/content/sets-functions-relations/functions/partial-functions.tex,12,12,,Latn,jv-Latn-ID,fungsi parsial; total; ditetepake; ora ditetepake; serial,provisional_borrowing_and_specialization,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “fungsi parsial; total; ditetepake; ora ditetepake; serial” clear and idiomatic for the constrained sense “partial function; total; defined; undefined; serial”, or should one of these be preferred: fungsi sebagian; sakabehe; ana nilaine?"
JV-T044,terminology_decision,2,OLP-0026,sets-functions-relations/functions/partial-functions,upstream/content/sets-functions-relations/functions/partial-functions.tex,33,translation/content/sets-functions-relations/functions/partial-functions.tex,33,33,,Latn,jv-Latn-ID,fungsi parsial; total; ditetepake; ora ditetepake; serial,provisional_borrowing_and_specialization,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “fungsi parsial; total; ditetepake; ora ditetepake; serial” clear and idiomatic for the constrained sense “partial function; total; defined; undefined; serial”, or should one of these be preferred: fungsi sebagian; sakabehe; ana nilaine?"
JV-T044,terminology_decision,3,OLP-0026,sets-functions-relations/functions/partial-functions,upstream/content/sets-functions-relations/functions/partial-functions.tex,16,translation/content/sets-functions-relations/functions/partial-functions.tex,16,16,,Latn,jv-Latn-ID,fungsi parsial; total; ditetepake; ora ditetepake; serial,provisional_borrowing_and_specialization,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “fungsi parsial; total; ditetepake; ora ditetepake; serial” clear and idiomatic for the constrained sense “partial function; total; defined; undefined; serial”, or should one of these be preferred: fungsi sebagian; sakabehe; ana nilaine?"
JV-T044,terminology_decision,4,OLP-0026,sets-functions-relations/functions/partial-functions,upstream/content/sets-functions-relations/functions/partial-functions.tex,24,translation/content/sets-functions-relations/functions/partial-functions.tex,24,24,,Latn,jv-Latn-ID,fungsi parsial; total; ditetepake; ora ditetepake; serial,provisional_borrowing_and_specialization,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “fungsi parsial; total; ditetepake; ora ditetepake; serial” clear and idiomatic for the constrained sense “partial function; total; defined; undefined; serial”, or should one of these be preferred: fungsi sebagian; sakabehe; ana nilaine?"
JV-T044,terminology_decision,5,OLP-0026,sets-functions-relations/functions/partial-functions,upstream/content/sets-functions-relations/functions/partial-functions.tex,63,translation/content/sets-functions-relations/functions/partial-functions.tex,62,62,,Latn,jv-Latn-ID,fungsi parsial; total; ditetepake; ora ditetepake; serial,provisional_borrowing_and_specialization,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “fungsi parsial; total; ditetepake; ora ditetepake; serial” clear and idiomatic for the constrained sense “partial function; total; defined; undefined; serial”, or should one of these be preferred: fungsi sebagian; sakabehe; ana nilaine?"
JV-T045,terminology_decision,1,OLP-0007,sets-functions-relations/sets/important-sets,upstream/content/sets-functions-relations/sets/important-sets.tex,18,translation/content/sets-functions-relations/sets/important-sets.tex,18,18,,Latn,jv-Latn-ID,wilangan; cacah; jinis,attested_general_lexemes,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “wilangan; cacah; jinis” clear and idiomatic for the constrained sense “number; count; kind”, or should one of these be preferred: nomer; jumlah; kategori?"
JV-T045,terminology_decision,2,OLP-0007,sets-functions-relations/sets/important-sets,upstream/content/sets-functions-relations/size-of-sets/enumerability.tex,37,translation/content/sets-functions-relations/sets/important-sets.tex,27,27,,Latn,jv-Latn-ID,wilangan; cacah; jinis,attested_general_lexemes,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “wilangan; cacah; jinis” clear and idiomatic for the constrained sense “number; count; kind”, or should one of these be preferred: nomer; jumlah; kategori?"
JV-T046,terminology_decision,1,OLP-0021,sets-functions-relations/functions/function-basics,upstream/content/sets-functions-relations/functions/function-basics.tex,20,translation/content/sets-functions-relations/functions/function-basics.tex,24,24,,Latn,jv-Latn-ID,ping-pingan; paran; gunggung,attested_arithmetic_lexemes,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “ping-pingan; paran; gunggung” clear and idiomatic for the constrained sense “multiplication; division; numerical sum”, or should one of these be preferred: perkalian; pambagian; jumlah?"
JV-T046,terminology_decision,2,OLP-0031,sets-functions-relations/size-of-sets/pairing,upstream/content/sets-functions-relations/functions/function-basics.tex,20,translation/content/sets-functions-relations/size-of-sets/pairing.tex,34,34,,Latn,jv-Latn-ID,ping-pingan; paran; gunggung,attested_arithmetic_lexemes,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “ping-pingan; paran; gunggung” clear and idiomatic for the constrained sense “multiplication; division; numerical sum”, or should one of these be preferred: perkalian; pambagian; jumlah?"
JV-T047,terminology_decision,1,OLP-0032,sets-functions-relations/size-of-sets/pairing-alt,,,translation/content/sets-functions-relations/size-of-sets/pairing-alt.tex,78,78,,Latn,jv-Latn-ID,rambang (numerical alternative); himpunan pangkat (retained); technical term undecided,mixed_attestation_with_scope_limits,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “rambang (numerical alternative); himpunan pangkat (retained); technical term undecided” clear and idiomatic for the constrained sense “numerical power; power set; algebraic or logical term”, or should one of these be preferred: pangkat; power set; suku?"
JV-T048,terminology_decision,1,OLP-0029,sets-functions-relations/size-of-sets/enumerability,upstream/content/sets-functions-relations/size-of-sets/enumerability.tex,3,translation/content/sets-functions-relations/size-of-sets/enumerability.tex,11,11,,Latn,jv-Latn-ID,"enumerasi; bisa didhaptar; enumerabilitas; bisa dietung (countable sense, source-defined)",provisional_borrowing_and_descriptive_rendering,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “enumerasi; bisa didhaptar; enumerabilitas; bisa dietung (countable sense, source-defined)” clear and idiomatic for the constrained sense “enumeration; enumerable; enumerability; countability”, or should one of these be preferred: pendhaptaran; bisa kaetung; kacacah?"
JV-T048,terminology_decision,2,OLP-0029,sets-functions-relations/size-of-sets/enumerability,upstream/content/sets-functions-relations/size-of-sets/enumerability.tex,11,translation/content/sets-functions-relations/size-of-sets/enumerability.tex,63,63,,Latn,jv-Latn-ID,"enumerasi; bisa didhaptar; enumerabilitas; bisa dietung (countable sense, source-defined)",provisional_borrowing_and_descriptive_rendering,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “enumerasi; bisa didhaptar; enumerabilitas; bisa dietung (countable sense, source-defined)” clear and idiomatic for the constrained sense “enumeration; enumerable; enumerability; countability”, or should one of these be preferred: pendhaptaran; bisa kaetung; kacacah?"
JV-T049,terminology_decision,1,OLP-0038,sets-functions-relations/size-of-sets/enumerability-alt,,,translation/content/sets-functions-relations/size-of-sets/enumerability-alt.tex,101,101,,Latn,jv-Latn-ID,fungsi pambunderan munggah,provisional_descriptive_rendering,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “fungsi pambunderan munggah” clear and idiomatic for the constrained sense “ceiling function”, or should one of these be preferred: fungsi plafon, ceiling?"
JV-T050,terminology_decision,1,OLP-0031,sets-functions-relations/size-of-sets/pairing,upstream/content/sets-functions-relations/size-of-sets/pairing.tex,10,translation/content/sets-functions-relations/size-of-sets/pairing.tex,10,10,,Latn,jv-Latn-ID,fungsi pasangan; ngodeake; kode; ngudhari kode,provisional_borrowing_and_specialization,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “fungsi pasangan; ngodeake; kode; ngudhari kode” clear and idiomatic for the constrained sense “pairing function; encode; code; decode”, or should one of these be preferred: fungsi masangake; enkode; sandhi; dekode?"
JV-T050,terminology_decision,2,OLP-0031,sets-functions-relations/size-of-sets/pairing,upstream/content/sets-functions-relations/size-of-sets/pairing.tex,54,translation/content/sets-functions-relations/size-of-sets/pairing.tex,54,54,,Latn,jv-Latn-ID,fungsi pasangan; ngodeake; kode; ngudhari kode,provisional_borrowing_and_specialization,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “fungsi pasangan; ngodeake; kode; ngudhari kode” clear and idiomatic for the constrained sense “pairing function; encode; code; decode”, or should one of these be preferred: fungsi masangake; enkode; sandhi; dekode?"
JV-T050,terminology_decision,3,OLP-0031,sets-functions-relations/size-of-sets/pairing,upstream/content/sets-functions-relations/size-of-sets/pairing.tex,10,translation/content/sets-functions-relations/size-of-sets/pairing.tex,10,10,,Latn,jv-Latn-ID,fungsi pasangan; ngodeake; kode; ngudhari kode,provisional_borrowing_and_specialization,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “fungsi pasangan; ngodeake; kode; ngudhari kode” clear and idiomatic for the constrained sense “pairing function; encode; code; decode”, or should one of these be preferred: fungsi masangake; enkode; sandhi; dekode?"
JV-T050,terminology_decision,4,OLP-0031,sets-functions-relations/size-of-sets/pairing,upstream/content/sets-functions-relations/size-of-sets/pairing.tex,62,translation/content/sets-functions-relations/size-of-sets/pairing.tex,62,62,,Latn,jv-Latn-ID,fungsi pasangan; ngodeake; kode; ngudhari kode,provisional_borrowing_and_specialization,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “fungsi pasangan; ngodeake; kode; ngudhari kode” clear and idiomatic for the constrained sense “pairing function; encode; code; decode”, or should one of these be preferred: fungsi masangake; enkode; sandhi; dekode?"
JV-T051,terminology_decision,1,OLP-0031,sets-functions-relations/size-of-sets/pairing,upstream/content/sets-functions-relations/size-of-sets/pairing.tex,92,translation/content/sets-functions-relations/size-of-sets/pairing.tex,92,92,,Latn,jv-Latn-ID,kowinates; komplemen,provisional_coinage_and_borrowing,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “kowinates; komplemen” clear and idiomatic for the constrained sense “cofinite; complement”, or should one of these be preferred: komplemen winates, cofinite?"
JV-T051,terminology_decision,2,OLP-0031,sets-functions-relations/size-of-sets/pairing,upstream/content/sets-functions-relations/size-of-sets/pairing.tex,93,translation/content/sets-functions-relations/size-of-sets/pairing.tex,93,93,,Latn,jv-Latn-ID,kowinates; komplemen,provisional_coinage_and_borrowing,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “kowinates; komplemen” clear and idiomatic for the constrained sense “cofinite; complement”, or should one of these be preferred: komplemen winates, cofinite?"
JV-T052,terminology_decision,1,OLP-0030,sets-functions-relations/size-of-sets/zig-zag,upstream/content/sets-functions-relations/size-of-sets/zig-zag.tex,21,translation/content/sets-functions-relations/size-of-sets/zig-zag.tex,21,21,,Latn,jv-Latn-ID,larikan rong dimensi; baris; kolom; wilangan segitiga; rambang,mixed_provisional_and_attested,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “larikan rong dimensi; baris; kolom; wilangan segitiga; rambang” clear and idiomatic for the constrained sense “array; row; column; triangular number; numerical power”, or should one of these be preferred: tabel rong dimensi; lajur; angka segitiga; pangkat?"
JV-T052,terminology_decision,2,OLP-0030,sets-functions-relations/size-of-sets/zig-zag,upstream/content/sets-functions-relations/size-of-sets/zig-zag.tex,39,translation/content/sets-functions-relations/size-of-sets/zig-zag.tex,39,39,,Latn,jv-Latn-ID,larikan rong dimensi; baris; kolom; wilangan segitiga; rambang,mixed_provisional_and_attested,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “larikan rong dimensi; baris; kolom; wilangan segitiga; rambang” clear and idiomatic for the constrained sense “array; row; column; triangular number; numerical power”, or should one of these be preferred: tabel rong dimensi; lajur; angka segitiga; pangkat?"
JV-T052,terminology_decision,3,OLP-0030,sets-functions-relations/size-of-sets/zig-zag,upstream/content/sets-functions-relations/size-of-sets/zig-zag.tex,39,translation/content/sets-functions-relations/size-of-sets/zig-zag.tex,39,39,,Latn,jv-Latn-ID,larikan rong dimensi; baris; kolom; wilangan segitiga; rambang,mixed_provisional_and_attested,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “larikan rong dimensi; baris; kolom; wilangan segitiga; rambang” clear and idiomatic for the constrained sense “array; row; column; triangular number; numerical power”, or should one of these be preferred: tabel rong dimensi; lajur; angka segitiga; pangkat?"
JV-T052,terminology_decision,4,OLP-0031,sets-functions-relations/size-of-sets/pairing,upstream/content/sets-functions-relations/size-of-sets/pairing.tex,32,translation/content/sets-functions-relations/size-of-sets/pairing.tex,32,32,,Latn,jv-Latn-ID,larikan rong dimensi; baris; kolom; wilangan segitiga; rambang,mixed_provisional_and_attested,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “larikan rong dimensi; baris; kolom; wilangan segitiga; rambang” clear and idiomatic for the constrained sense “array; row; column; triangular number; numerical power”, or should one of these be preferred: tabel rong dimensi; lajur; angka segitiga; pangkat?"
JV-T052,terminology_decision,5,OLP-0032,sets-functions-relations/size-of-sets/pairing-alt,upstream/content/sets-functions-relations/size-of-sets/pairing.tex,32,translation/content/sets-functions-relations/size-of-sets/pairing-alt.tex,78,78,,Latn,jv-Latn-ID,larikan rong dimensi; baris; kolom; wilangan segitiga; rambang,mixed_provisional_and_attested,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “larikan rong dimensi; baris; kolom; wilangan segitiga; rambang” clear and idiomatic for the constrained sense “array; row; column; triangular number; numerical power”, or should one of these be preferred: tabel rong dimensi; lajur; angka segitiga; pangkat?"
JV-T053,terminology_decision,1,OLP-0031,sets-functions-relations/size-of-sets/pairing,upstream/content/sets-functions-relations/size-of-sets/pairing.tex,80,translation/content/sets-functions-relations/size-of-sets/pairing.tex,80,80,,Latn,jv-Latn-ID,tabel kabeneran; fungsi kabeneran,provisional_specialization,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “tabel kabeneran; fungsi kabeneran” clear and idiomatic for the constrained sense “truth table; truth function”, or should one of these be preferred: tabel bener-salah, fungsi nilai kabeneran?"
JV-T053,terminology_decision,2,OLP-0031,sets-functions-relations/size-of-sets/pairing,upstream/content/sets-functions-relations/size-of-sets/pairing.tex,81,translation/content/sets-functions-relations/size-of-sets/pairing.tex,81,81,,Latn,jv-Latn-ID,tabel kabeneran; fungsi kabeneran,provisional_specialization,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “tabel kabeneran; fungsi kabeneran” clear and idiomatic for the constrained sense “truth table; truth function”, or should one of these be preferred: tabel bener-salah, fungsi nilai kabeneran?"
JV-T054,terminology_decision,1,OLP-0033,sets-functions-relations/size-of-sets/non-enumerability,upstream/content/sets-functions-relations/size-of-sets/non-enumerability.tex,39,translation/content/sets-functions-relations/size-of-sets/non-enumerability.tex,15,15,,Latn,jv-Latn-ID,ora bisa didhaptar; metodhe diagonal; diagonalisasi,provisional_descriptive_rendering_and_borrowing,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “ora bisa didhaptar; metodhe diagonal; diagonalisasi” clear and idiomatic for the constrained sense “non-enumerable; diagonal method; diagonalization”, or should one of these be preferred: ora kaetung; cara diagonal?"
JV-T054,terminology_decision,2,OLP-0033,sets-functions-relations/size-of-sets/non-enumerability,upstream/content/sets-functions-relations/size-of-sets/non-enumerability.tex,140,translation/content/sets-functions-relations/size-of-sets/non-enumerability.tex,39,39,,Latn,jv-Latn-ID,ora bisa didhaptar; metodhe diagonal; diagonalisasi,provisional_descriptive_rendering_and_borrowing,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “ora bisa didhaptar; metodhe diagonal; diagonalisasi” clear and idiomatic for the constrained sense “non-enumerable; diagonal method; diagonalization”, or should one of these be preferred: ora kaetung; cara diagonal?"
JV-T054,terminology_decision,3,OLP-0033,sets-functions-relations/size-of-sets/non-enumerability,upstream/content/sets-functions-relations/size-of-sets/non-enumerability.tex,140,translation/content/sets-functions-relations/size-of-sets/non-enumerability.tex,141,141,,Latn,jv-Latn-ID,ora bisa didhaptar; metodhe diagonal; diagonalisasi,provisional_descriptive_rendering_and_borrowing,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “ora bisa didhaptar; metodhe diagonal; diagonalisasi” clear and idiomatic for the constrained sense “non-enumerable; diagonal method; diagonalization”, or should one of these be preferred: ora kaetung; cara diagonal?"
JV-T055,terminology_decision,1,OLP-0034,sets-functions-relations/size-of-sets/reduction,upstream/content/sets-functions-relations/size-of-sets/reduction.tex,3,translation/content/sets-functions-relations/size-of-sets/reduction.tex,11,11,,Latn,jv-Latn-ID,reduksi; ngreduksi,provisional_borrowing,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “reduksi; ngreduksi” clear and idiomatic for the constrained sense “reduction; reduce”, or should one of these be preferred: pangurangan; nyuda?"
JV-T055,terminology_decision,2,OLP-0034,sets-functions-relations/size-of-sets/reduction,upstream/content/sets-functions-relations/size-of-sets/reduction.tex,27,translation/content/sets-functions-relations/size-of-sets/reduction.tex,27,27,,Latn,jv-Latn-ID,reduksi; ngreduksi,provisional_borrowing,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “reduksi; ngreduksi” clear and idiomatic for the constrained sense “reduction; reduce”, or should one of these be preferred: pangurangan; nyuda?"
JV-T056,terminology_decision,1,OLP-0035,sets-functions-relations/size-of-sets/equinumerous-sets,upstream/content/sets-functions-relations/size-of-sets/equinumerous-sets.tex,3,translation/content/sets-functions-relations/size-of-sets/equinumerous-sets.tex,11,11,,Latn,jv-Latn-ID,padha cacahe; gedhene himpunan; ora luwih gedhe tinimbang; luwih cilik tinimbang,provisional_formal_specialization,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “padha cacahe; gedhene himpunan; ora luwih gedhe tinimbang; luwih cilik tinimbang” clear and idiomatic for the constrained sense “equinumerous; equinumerosity; cardinal size comparison”, or should one of these be preferred: ekuinumerus; padha gedhene; kardinalitas?"
JV-T056,terminology_decision,2,OLP-0036,sets-functions-relations/size-of-sets/comparing-size,upstream/content/sets-functions-relations/size-of-sets/equinumerous-sets.tex,11,translation/content/sets-functions-relations/size-of-sets/comparing-size.tex,20,20,,Latn,jv-Latn-ID,padha cacahe; gedhene himpunan; ora luwih gedhe tinimbang; luwih cilik tinimbang,provisional_formal_specialization,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “padha cacahe; gedhene himpunan; ora luwih gedhe tinimbang; luwih cilik tinimbang” clear and idiomatic for the constrained sense “equinumerous; equinumerosity; cardinal size comparison”, or should one of these be preferred: ekuinumerus; padha gedhene; kardinalitas?"
JV-T056,terminology_decision,3,OLP-0036,sets-functions-relations/size-of-sets/comparing-size,upstream/content/sets-functions-relations/size-of-sets/equinumerous-sets.tex,11,translation/content/sets-functions-relations/size-of-sets/comparing-size.tex,28,28,,Latn,jv-Latn-ID,padha cacahe; gedhene himpunan; ora luwih gedhe tinimbang; luwih cilik tinimbang,provisional_formal_specialization,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “padha cacahe; gedhene himpunan; ora luwih gedhe tinimbang; luwih cilik tinimbang” clear and idiomatic for the constrained sense “equinumerous; equinumerosity; cardinal size comparison”, or should one of these be preferred: ekuinumerus; padha gedhene; kardinalitas?"
JV-T056,terminology_decision,4,OLP-0036,sets-functions-relations/size-of-sets/comparing-size,upstream/content/sets-functions-relations/size-of-sets/equinumerous-sets.tex,11,translation/content/sets-functions-relations/size-of-sets/comparing-size.tex,16,16,,Latn,jv-Latn-ID,padha cacahe; gedhene himpunan; ora luwih gedhe tinimbang; luwih cilik tinimbang,provisional_formal_specialization,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “padha cacahe; gedhene himpunan; ora luwih gedhe tinimbang; luwih cilik tinimbang” clear and idiomatic for the constrained sense “equinumerous; equinumerosity; cardinal size comparison”, or should one of these be preferred: ekuinumerus; padha gedhene; kardinalitas?"
JV-T057,terminology_decision,1,OLP-0024,sets-functions-relations/functions/inverses,,,translation/content/sets-functions-relations/functions/inverses.tex,63,63,,Latn,jv-Latn-ID,A ora kosong; oyod kuadrat utama kang ora negatif; x ajeg; relasi antarane A lan B kang kaemot ing A×B; watesan fungsi mung ing koordinat masukan,confirmed_source_corrections,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “A ora kosong; oyod kuadrat utama kang ora negatif; x ajeg; relasi antarane A lan B kang kaemot ing A×B; watesan fungsi mung ing koordinat masukan” clear and idiomatic for the constrained sense “source repairs in Functions: left inverse, principal square root, input variable, graph relation, function restriction”, or should one of these be preferred: retain literal source defect plus errata-only note, silent correction?"
JV-T057,terminology_decision,2,OLP-0021,sets-functions-relations/functions/function-basics,,,translation/content/sets-functions-relations/functions/function-basics.tex,88,88,,Latn,jv-Latn-ID,A ora kosong; oyod kuadrat utama kang ora negatif; x ajeg; relasi antarane A lan B kang kaemot ing A×B; watesan fungsi mung ing koordinat masukan,confirmed_source_corrections,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “A ora kosong; oyod kuadrat utama kang ora negatif; x ajeg; relasi antarane A lan B kang kaemot ing A×B; watesan fungsi mung ing koordinat masukan” clear and idiomatic for the constrained sense “source repairs in Functions: left inverse, principal square root, input variable, graph relation, function restriction”, or should one of these be preferred: retain literal source defect plus errata-only note, silent correction?"
JV-T058,terminology_decision,1,OLP-0041,sets-functions-relations/arithmetization/arithmetization,upstream/content/sets-functions-relations/arithmetization/arithmetization.tex,2,translation/content/sets-functions-relations/arithmetization/arithmetization.tex,8,8,,Latn,jv-Latn-ID,aritmetisasi,provisional_borrowing,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “aritmetisasi” clear and idiomatic for the constrained sense “arithmetization”, or should one of these be preferred: pambangunan aritmetika, arithmetization?"
JV-T060,terminology_decision,1,OLP-0044,sets-functions-relations/arithmetization/reals,upstream/content/sets-functions-relations/arithmetization/reals.tex,22,translation/content/sets-functions-relations/arithmetization/reals.tex,22,22,,Latn,jv-Latn-ID,wilangan irasional,provisional_borrowing,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “wilangan irasional” clear and idiomatic for the constrained sense “irrational number”, or should one of these be preferred: wilangan dudu rasional, wilangan ora rasional?"
JV-T061,terminology_decision,1,OLP-0044,sets-functions-relations/arithmetization/reals,upstream/content/sets-functions-relations/arithmetization/reals.tex,17,translation/content/sets-functions-relations/arithmetization/reals.tex,17,17,,Latn,jv-Latn-ID,lapangan katata,provisional_technical_compound,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “lapangan katata” clear and idiomatic for the constrained sense “ordered field”, or should one of these be preferred: medan katata, lapangan berurutan?"
JV-T062,terminology_decision,1,OLP-0044,sets-functions-relations/arithmetization/reals,upstream/content/sets-functions-relations/arithmetization/reals.tex,74,translation/content/sets-functions-relations/arithmetization/reals.tex,80,80,,Latn,jv-Latn-ID,Sipat Kajangkepan; wates ndhuwur; wates ngisor; wates ndhuwur paling cilik; wates ngisor paling gedhe,provisional_descriptive_rendering,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “Sipat Kajangkepan; wates ndhuwur; wates ngisor; wates ndhuwur paling cilik; wates ngisor paling gedhe” clear and idiomatic for the constrained sense “Completeness Property; upper bound; lower bound; least upper bound; greatest lower bound”, or should one of these be preferred: sipat jangkep, sipat wates ndhuwur paling cilik?"
JV-T062,terminology_decision,2,OLP-0044,sets-functions-relations/arithmetization/reals,upstream/content/sets-functions-relations/arithmetization/reals.tex,74,translation/content/sets-functions-relations/arithmetization/reals.tex,81,81,,Latn,jv-Latn-ID,Sipat Kajangkepan; wates ndhuwur; wates ngisor; wates ndhuwur paling cilik; wates ngisor paling gedhe,provisional_descriptive_rendering,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “Sipat Kajangkepan; wates ndhuwur; wates ngisor; wates ndhuwur paling cilik; wates ngisor paling gedhe” clear and idiomatic for the constrained sense “Completeness Property; upper bound; lower bound; least upper bound; greatest lower bound”, or should one of these be preferred: sipat jangkep, sipat wates ndhuwur paling cilik?"
JV-T062,terminology_decision,3,OLP-0045,sets-functions-relations/arithmetization/cuts,upstream/content/sets-functions-relations/arithmetization/cuts.tex,15,translation/content/sets-functions-relations/arithmetization/cuts.tex,15,15,,Latn,jv-Latn-ID,Sipat Kajangkepan; wates ndhuwur; wates ngisor; wates ndhuwur paling cilik; wates ngisor paling gedhe,provisional_descriptive_rendering,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “Sipat Kajangkepan; wates ndhuwur; wates ngisor; wates ndhuwur paling cilik; wates ngisor paling gedhe” clear and idiomatic for the constrained sense “Completeness Property; upper bound; lower bound; least upper bound; greatest lower bound”, or should one of these be preferred: sipat jangkep, sipat wates ndhuwur paling cilik?"
